level_0,clpA_1,clpA_10,clpA_100,clpA_101,clpA_102,clpA_103,clpA_104,clpA_105,clpA_106,clpA_107,clpA_108,clpA_109,clpA_11,clpA_110,clpA_111,clpA_112,clpA_113,clpA_114,clpA_115,clpA_116,clpA_117,clpA_118,clpA_119,clpA_12,clpA_120,clpA_121,clpA_122,clpA_123,clpA_124,clpA_125,clpA_126,clpA_127,clpA_128,clpA_129,clpA_13,clpA_130,clpA_131,clpA_132,clpA_133,clpA_134,clpA_135,clpA_136,clpA_137,clpA_138,clpA_139,clpA_14,clpA_140,clpA_141,clpA_142,clpA_143,clpA_144,clpA_145,clpA_146,clpA_147,clpA_148,clpA_149,clpA_15,clpA_150,clpA_151,clpA_152,clpA_153,clpA_154,clpA_155,clpA_156,clpA_157,clpA_158,clpA_159,clpA_16,clpA_160,clpA_161,clpA_162,clpA_163,clpA_164,clpA_165,clpA_166,clpA_167,clpA_168,clpA_169,clpA_17,clpA_170,clpA_171,clpA_172,clpA_173,clpA_174,clpA_175,clpA_176,clpA_177,clpA_178,clpA_179,clpA_18,clpA_180,clpA_181,clpA_182,clpA_183,clpA_184,clpA_185,clpA_186,clpA_187,clpA_188,clpA_189,clpA_19,clpA_190,clpA_191,clpA_192,clpA_193,clpA_194,clpA_195,clpA_196,clpA_197,clpA_198,clpA_199,clpA_2,clpA_20,clpA_200,clpA_201,clpA_202,clpA_203,clpA_204,clpA_205,clpA_206,clpA_207,clpA_208,clpA_209,clpA_21,clpA_210,clpA_211,clpA_212,clpA_213,clpA_214,clpA_215,clpA_216,clpA_217,clpA_218,clpA_219,clpA_22,clpA_220,clpA_221,clpA_222,clpA_223,clpA_224,clpA_225,clpA_226,clpA_227,clpA_228,clpA_229,clpA_23,clpA_230,clpA_231,clpA_232,clpA_233,clpA_234,clpA_235,clpA_236,clpA_237,clpA_238,clpA_239,clpA_24,clpA_240,clpA_241,clpA_242,clpA_243,clpA_244,clpA_245,clpA_246,clpA_247,clpA_248,clpA_249,clpA_25,clpA_250,clpA_26,clpA_27,clpA_28,clpA_29,clpA_3,clpA_30,clpA_31,clpA_32,clpA_33,clpA_34,clpA_35,clpA_36,clpA_37,clpA_38,clpA_39,clpA_4,clpA_40,clpA_41,clpA_42,clpA_43,clpA_44,clpA_45,clpA_46,clpA_47,clpA_48,clpA_49,clpA_5,clpA_50,clpA_51,clpA_52,clpA_53,clpA_54,clpA_55,clpA_56,clpA_57,clpA_58,clpA_59,clpA_6,clpA_60,clpA_61,clpA_62,clpA_63,clpA_64,clpA_65,clpA_66,clpA_67,clpA_68,clpA_69,clpA_7,clpA_70,clpA_71,clpA_72,clpA_73,clpA_74,clpA_75,clpA_76,clpA_77,clpA_78,clpA_79,clpA_8,clpA_80,clpA_81,clpA_82,clpA_83,clpA_84,clpA_85,clpA_86,clpA_87,clpA_88,clpA_89,clpA_9,clpA_90,clpA_91,clpA_92,clpA_93,clpA_94,clpA_95,clpA_96,clpA_97,clpA_98,clpA_99
clpA_40,63,62,65,50,48,13,63,62,63,62,8,45,64,61,47,12,47,46,47,8,55,53,54,62,53,53,52,54,54,55,56,55,62,7,61,6,44,62,50,47,47,51,62,12,8,63,7,9,6,11,16,14,15,14,13,10,66,12,63,68,17,17,61,64,63,63,62,64,63,60,45,49,51,8,13,12,15,52,60,75,10,47,17,59,56,59,55,52,57,65,60,47,63,45,64,13,10,12,51,51,64,48,9,10,11,10,11,14,15,47,193,61,60,189,183,183,184,184,47,45,14,12,9,61,14,9,183,185,185,183,184,64,52,193,62,192,191,190,10,18,14,5,6,11,48,62,47,51,54,47,46,46,46,46,49,12,63,191,47,4,46,64,9,179,185,49,47,61,178,49,50,50,50,61,49,51,50,51,51,46,46,47,47,47,60,0,12,11,11,10,11,8,8,9,60,61,60,47,47,46,47,47,15,16,6,12,62,15,182,15,46,10,1,7,9,183,12,65,15,185,14,17,49,67,66,62,66,64,61,62,65,65,68,69,15,9,13,8,63,62,16,55,54,57,59,12,60,46,47,10
clpA_41,61,60,67,49,48,15,61,60,61,60,14,45,62,63,47,14,47,46,47,14,60,59,59,60,59,59,58,60,56,57,58,57,60,13,59,12,44,60,49,47,47,50,60,14,12,61,15,15,10,15,8,6,7,6,5,18,64,8,65,64,9,9,59,62,61,61,62,62,63,58,47,49,47,14,5,16,9,48,58,75,14,47,9,59,53,56,59,48,59,63,56,45,61,45,62,17,16,14,50,50,62,48,13,12,15,14,13,16,7,47,190,59,58,188,182,182,183,183,47,45,8,4,15,59,18,13,182,185,187,181,184,62,54,188,60,187,188,186,16,10,18,11,12,15,48,60,49,53,56,49,50,50,48,50,51,14,61,187,47,14,46,62,11,174,186,48,47,59,175,48,49,49,49,59,48,50,49,50,51,46,46,47,47,47,58,12,0,13,13,14,15,12,12,15,62,59,62,47,47,48,47,47,7,8,14,6,60,7,182,7,46,14,13,13,13,181,6,63,7,187,6,9,48,70,68,64,68,66,59,64,67,67,70,71,7,3,5,16,65,60,8,61,58,63,59,16,62,46,47,12
clpA_42,60,59,66,47,47,4,60,59,60,59,7,44,61,62,46,3,46,45,46,7,57,56,56,59,56,56,55,57,53,54,55,54,59,10,60,9,43,61,47,46,46,48,59,5,5,60,14,12,9,10,17,15,16,15,14,17,63,11,64,66,17,17,58,61,60,60,61,61,62,59,44,48,50,11,14,7,16,51,59,74,7,46,18,58,51,54,56,51,59,62,63,46,60,44,61,10,9,1,48,48,61,47,6,3,6,5,4,7,16,46,190,58,57,186,180,182,183,183,46,46,17,13,10,58,9,6,178,182,184,179,181,61,49,189,59,188,188,187,9,19,11,6,7,4,47,59,42,48,51,44,45,45,43,45,44,1,60,187,46,11,45,61,6,174,183,44,46,58,175,44,45,45,45,58,44,48,45,48,49,45,45,46,46,46,57,11,13,0,2,7,4,3,5,8,61,58,61,46,46,45,46,46,16,17,13,13,59,16,179,16,45,9,12,6,6,179,13,62,16,184,15,18,46,68,67,63,67,65,58,63,66,66,69,70,16,12,14,15,64,59,16,58,57,60,58,9,61,45,46,1
clpA_43,62,61,66,49,49,2,62,61,62,61,7,46,63,62,48,1,48,47,48,9,57,56,56,61,56,56,55,57,53,54,55,54,61,10,62,9,45,63,49,48,48,50,61,3,5,62,14,12,9,10,17,15,16,15,14,17,65,11,66,67,17,17,60,63,62,62,63,63,64,61,46,50,50,11,14,7,16,49,61,76,5,48,18,58,53,56,56,51,60,64,63,48,62,46,61,10,11,3,50,50,63,49,6,1,8,3,2,5,16,48,188,60,59,184,178,183,184,184,48,46,17,13,10,60,7,6,179,182,185,180,181,63,51,189,61,188,186,185,11,17,11,6,7,6,49,61,44,50,53,46,47,47,45,47,46,3,62,186,48,11,47,63,6,175,184,46,48,60,176,46,47,47,47,60,46,50,47,50,51,47,47,48,48,48,59,11,13,2,0,9,6,3,5,10,61,60,61,48,48,47,48,48,16,17,13,13,61,16,179,16,47,9,12,6,4,180,13,64,16,185,15,18,48,68,67,63,67,65,60,63,66,66,69,70,16,12,14,15,64,61,16,58,57,60,60,9,61,47,48,3
clpA_44,61,60,66,50,48,11,61,60,61,60,10,45,62,64,47,10,47,46,47,4,58,57,57,60,57,57,56,58,56,57,58,57,60,9,59,8,44,60,50,47,47,51,60,10,8,61,11,11,8,11,18,16,17,16,15,14,64,14,65,67,19,19,59,62,61,61,60,62,61,58,45,49,49,8,15,10,17,50,58,73,10,47,19,59,54,55,57,50,59,63,60,47,61,45,62,11,6,8,51,51,62,48,9,8,3,8,9,11,17,47,188,59,58,184,178,183,184,184,47,47,18,14,9,59,12,9,177,181,181,176,179,62,52,188,60,187,186,185,6,20,12,7,8,7,48,60,43,49,52,45,46,46,44,46,45,8,61,186,47,10,46,62,9,173,183,49,47,59,174,49,50,50,50,59,49,51,50,51,52,46,46,47,47,47,58,10,14,7,9,0,7,6,8,5,63,59,63,47,47,46,47,47,17,18,12,14,60,17,178,17,46,10,11,9,9,177,14,63,17,183,16,19,49,68,67,65,69,65,59,65,66,66,71,72,17,11,15,14,66,60,18,59,56,61,60,12,63,46,47,6
clpA_45,58,57,64,47,49,8,58,57,58,57,7,46,59,62,48,7,48,47,48,7,57,56,56,57,56,56,55,57,53,54,55,54,57,10,56,9,45,57,47,48,48,48,57,5,5,58,14,12,9,10,19,17,18,17,16,17,61,13,63,66,19,19,56,59,58,58,57,59,58,55,46,50,52,11,16,5,18,53,55,74,5,48,20,56,49,52,55,53,59,60,61,48,58,46,61,8,9,5,48,48,59,48,6,5,8,5,6,7,18,48,189,56,55,185,179,180,181,181,48,48,19,15,10,56,7,6,176,180,180,179,179,59,47,188,57,187,187,186,9,21,9,6,7,2,49,57,40,46,49,42,43,43,41,43,42,5,58,185,48,11,47,59,6,174,180,46,48,56,174,46,47,47,47,56,46,48,47,48,49,47,47,48,48,48,55,11,15,4,6,7,0,3,5,8,61,56,61,48,48,47,48,48,18,19,13,15,57,18,177,18,47,9,12,6,6,179,15,60,18,180,17,20,46,68,67,63,67,64,56,63,66,66,69,70,18,12,16,15,63,57,18,58,57,60,60,7,61,47,48,3
clpA_46,61,60,65,48,48,5,61,60,61,60,4,45,62,61,47,4,47,46,47,6,58,57,57,60,57,57,56,58,54,55,56,55,60,7,59,6,44,60,48,47,47,49,60,4,2,61,11,9,6,7,16,14,15,14,13,14,64,10,65,66,16,16,59,62,61,61,60,62,61,58,45,49,49,8,13,4,15,50,58,75,4,47,17,59,52,55,57,50,59,63,62,47,61,45,60,7,8,4,49,49,62,48,3,2,7,2,3,6,15,47,189,59,58,185,179,183,184,184,47,45,16,12,7,59,6,3,179,183,183,180,182,62,50,190,60,189,187,186,8,18,8,3,4,3,48,60,43,49,52,45,46,46,44,46,45,4,61,187,47,8,46,62,3,175,183,47,47,59,176,47,48,48,48,59,47,49,48,49,50,46,46,47,47,47,58,8,12,3,3,6,3,0,2,7,60,59,60,47,47,46,47,47,15,16,10,12,60,15,180,15,46,6,9,3,3,180,12,63,15,183,14,17,47,67,66,62,66,64,59,62,65,65,68,69,15,9,13,12,63,60,15,59,58,61,61,6,60,46,47,2
clpA_47,61,60,65,48,48,7,61,60,61,60,4,45,62,61,47,6,47,46,47,8,58,57,57,60,57,57,56,58,54,55,56,55,60,7,59,6,44,60,48,47,47,49,60,6,2,61,11,9,6,7,16,14,15,14,13,14,64,10,65,66,16,16,59,62,61,61,60,62,61,58,45,47,49,10,13,6,15,50,58,77,6,47,17,59,52,55,57,50,59,63,62,47,61,45,60,7,10,6,49,49,62,48,5,4,9,4,5,8,15,47,189,59,58,185,179,183,184,184,47,45,16,12,9,59,8,5,179,185,183,180,184,62,50,190,60,189,187,186,10,18,8,3,4,5,46,60,45,49,52,45,46,46,44,46,47,6,61,187,47,8,46,62,1,175,183,47,47,59,178,47,48,48,48,59,47,49,48,49,50,46,46,47,47,47,58,8,12,5,5,8,5,2,0,9,60,59,60,47,47,46,47,47,15,16,10,12,60,15,182,15,46,6,9,3,3,180,12,63,15,183,14,17,47,67,66,62,66,64,59,62,65,65,66,67,15,9,13,12,63,60,15,59,58,61,61,8,60,46,47,4
clpA_48,61,60,68,49,49,12,61,60,61,60,11,46,62,64,48,11,48,47,48,1,57,55,56,60,55,55,54,56,54,55,56,55,60,10,59,9,45,60,49,48,48,50,60,11,9,61,14,12,9,12,19,17,18,17,16,17,64,15,63,66,20,20,59,62,61,61,60,62,61,58,46,50,52,11,16,11,18,53,58,73,11,48,20,57,54,56,55,53,59,63,61,48,61,46,63,14,1,9,50,50,62,49,10,9,6,9,10,13,18,48,191,59,58,187,181,184,185,185,48,48,19,15,10,59,13,10,179,183,184,180,182,62,52,190,60,189,189,188,1,21,15,6,7,8,49,60,43,49,52,45,46,46,44,46,45,9,61,188,48,9,47,62,10,175,185,48,48,59,176,48,49,49,49,59,48,50,49,50,51,47,47,48,48,48,58,9,15,8,10,5,8,7,9,0,63,59,63,48,48,47,48,48,18,19,13,15,60,18,179,18,47,11,10,10,10,180,15,63,18,185,17,20,48,70,69,65,69,67,59,65,68,68,71,72,18,12,16,15,66,60,19,57,54,59,60,13,63,47,48,7
clpA_49,51,49,18,48,60,59,50,51,48,50,58,57,51,2,59,60,59,58,59,62,59,58,58,52,57,60,57,57,68,66,67,66,48,65,51,64,56,52,47,57,57,49,48,62,60,52,65,62,64,63,59,58,56,61,61,67,53,62,60,67,66,66,48,53,51,50,55,53,54,50,60,59,52,66,61,62,60,51,50,83,62,59,58,51,54,53,57,53,38,52,58,59,49,57,64,61,64,62,47,49,53,59,59,60,65,61,61,64,60,59,191,51,47,187,185,175,175,175,59,57,55,60,65,50,66,59,176,182,183,183,181,53,60,189,48,190,189,188,64,64,60,59,58,63,60,48,49,51,54,48,46,48,49,47,52,62,50,182,59,64,58,51,61,172,186,47,59,48,175,47,48,47,48,47,48,47,46,49,49,58,58,59,59,59,48,60,62,61,61,63,61,60,60,63,0,48,1,59,59,60,59,59,60,61,62,61,51,58,179,60,59,62,61,59,59,178,61,54,62,185,57,62,47,21,18,13,18,14,47,15,19,17,20,21,59,61,60,63,13,48,65,59,60,59,61,62,5,58,59,60
clpA_5,4,1,50,51,53,60,4,3,5,4,60,50,3,48,52,59,50,51,52,58,41,43,40,6,40,43,40,44,46,44,47,44,4,62,12,61,49,13,50,51,50,52,4,59,59,4,63,59,61,64,58,58,59,60,58,66,5,57,45,60,64,64,2,5,5,5,13,5,12,11,53,52,53,61,58,59,59,52,11,79,59,51,57,38,31,34,37,54,50,4,59,52,5,50,68,58,60,59,52,52,5,51,58,59,59,60,60,61,57,52,193,7,1,188,187,180,181,181,52,52,60,57,62,2,61,58,175,186,184,178,185,5,47,188,2,189,191,189,60,65,59,58,57,58,53,4,28,28,31,27,27,27,26,28,30,59,2,186,51,63,50,3,60,175,185,48,52,2,180,47,49,46,48,3,46,52,45,52,53,50,51,52,52,52,4,61,59,58,60,59,56,59,59,59,48,0,47,51,52,52,51,51,59,60,61,58,3,59,183,59,52,63,62,60,58,182,58,6,60,185,58,61,48,55,52,52,52,49,3,51,53,51,54,55,57,58,58,63,50,4,63,42,42,42,68,59,47,50,52,57
clpA_50,50,48,17,48,59,59,49,50,47,49,58,56,50,1,58,60,58,57,58,62,58,57,57,51,56,59,56,56,67,65,66,65,47,65,50,64,55,51,47,56,56,49,47,62,60,51,65,62,64,63,59,58,56,61,61,67,52,62,59,67,66,66,47,52,50,49,54,52,53,49,59,58,51,66,61,62,60,50,49,82,62,58,58,50,53,52,56,52,37,51,57,58,48,56,63,61,64,62,47,49,52,58,59,60,65,61,61,64,60,58,191,50,46,187,185,174,174,174,58,56,55,60,65,49,66,59,175,182,183,182,181,52,59,189,47,190,189,188,64,64,60,59,58,63,59,47,48,50,53,47,45,47,48,46,51,62,49,182,58,64,57,50,61,172,186,46,58,47,175,46,47,46,47,46,47,47,45,49,49,57,57,58,58,58,47,60,62,61,61,63,61,60,60,63,1,47,0,58,58,59,58,58,60,61,62,61,50,58,179,60,59,62,61,59,59,178,61,53,62,185,57,62,46,20,17,12,17,13,46,14,18,16,19,20,59,61,60,63,12,47,65,58,59,58,60,62,4,57,58,60
clpA_51,51,52,61,49,4,50,53,54,52,53,49,3,54,59,3,47,3,1,5,47,57,57,56,51,55,57,54,58,57,55,56,55,50,48,54,49,4,55,50,3,2,50,50,49,47,51,50,49,49,52,49,47,50,49,46,53,56,45,54,62,52,52,50,54,53,54,56,52,57,53,5,5,45,47,46,51,52,46,53,77,49,1,49,49,52,55,55,46,53,55,54,5,51,2,67,47,49,47,50,50,52,1,48,47,46,49,48,50,50,3,193,50,50,189,183,183,184,184,3,3,51,45,50,49,51,48,177,188,187,184,186,52,51,194,51,193,193,190,48,53,48,44,45,48,4,50,50,48,51,49,49,49,48,50,51,47,53,190,5,49,4,54,46,182,191,45,3,51,180,45,45,45,45,49,44,50,46,50,51,2,2,3,3,3,47,47,47,46,48,47,48,47,47,48,59,51,58,0,3,4,3,3,50,51,49,47,50,50,185,50,4,51,48,48,46,184,47,55,50,190,48,52,46,63,62,58,64,60,50,60,63,61,66,67,48,46,48,51,61,51,51,57,58,59,48,51,58,3,3,45
clpA_52,52,53,61,50,3,50,54,55,53,54,49,2,55,59,2,47,2,2,4,47,57,57,56,52,55,57,54,58,57,55,56,55,51,48,55,49,3,56,50,2,3,51,51,49,47,52,50,49,49,52,49,47,50,49,46,53,57,45,56,63,52,52,51,55,54,55,57,53,58,54,6,6,46,47,46,51,52,47,54,78,49,2,49,49,53,56,55,47,52,56,54,4,52,3,68,47,49,47,51,51,53,4,48,47,48,49,48,50,50,2,193,51,51,189,183,183,184,184,2,2,51,45,50,50,51,48,177,188,187,184,186,53,53,194,52,193,193,190,48,53,48,44,45,48,3,51,50,48,51,49,49,49,48,50,53,47,54,190,6,49,5,55,46,182,191,45,2,52,179,45,46,46,46,50,45,51,46,51,52,3,1,2,2,2,48,47,47,46,48,47,48,47,47,48,59,52,58,3,0,5,4,4,50,51,49,47,51,50,185,50,5,51,48,48,46,184,47,56,50,190,48,52,47,64,62,58,64,60,51,60,63,61,66,67,48,46,48,51,61,52,51,57,58,59,49,51,58,4,2,45
clpA_53,52,53,62,51,6,49,54,55,53,54,48,3,55,60,5,46,5,5,5,46,58,58,57,52,56,58,55,59,54,52,53,52,51,47,53,48,4,54,51,5,6,52,51,48,46,52,49,48,48,51,50,48,51,50,47,52,57,46,58,62,53,53,51,55,54,55,57,53,58,52,1,3,47,46,47,50,53,48,54,79,48,3,50,50,53,56,56,48,53,56,55,7,52,4,69,46,48,46,52,52,53,5,47,46,45,48,47,49,51,5,191,51,51,187,183,185,186,186,5,5,52,46,49,50,50,47,177,190,187,184,188,53,50,192,52,191,191,188,47,54,47,43,44,47,6,51,49,47,50,48,48,48,47,49,50,46,54,188,5,48,4,55,45,182,191,46,5,52,181,46,47,47,47,50,46,52,47,52,53,2,4,5,5,5,48,46,48,45,47,46,47,46,46,47,60,52,59,4,5,0,3,3,51,52,48,48,51,51,187,51,4,50,47,47,45,184,48,56,51,190,49,53,48,64,63,59,65,61,51,61,64,62,67,68,49,47,49,50,62,52,52,58,59,60,50,50,59,3,5,44
clpA_54,51,52,61,50,5,50,53,54,52,53,49,2,54,59,4,47,4,4,4,47,57,57,56,51,55,57,54,58,57,55,56,55,50,48,54,49,3,55,50,4,5,51,50,49,47,51,50,49,49,52,49,47,50,49,46,53,56,45,57,63,52,52,50,54,53,54,56,52,57,53,4,4,46,47,46,51,52,47,53,78,49,2,49,49,52,55,55,47,52,55,54,6,51,3,68,47,49,47,51,51,52,4,48,47,46,49,48,50,50,4,193,50,50,189,183,185,186,186,4,4,51,45,50,49,51,48,177,190,187,183,188,52,51,194,51,193,193,190,48,53,48,44,45,48,5,50,50,48,51,49,49,49,48,50,51,47,53,190,4,49,3,54,46,182,190,45,4,51,180,45,46,46,46,49,45,51,46,51,52,1,3,4,4,4,47,47,47,46,48,47,48,47,47,48,59,51,58,3,4,3,0,2,50,49,49,47,50,50,187,50,3,51,48,48,46,184,47,55,50,190,48,50,47,64,62,58,64,60,50,60,63,61,66,67,48,46,48,49,61,51,51,57,58,59,49,51,58,2,4,45
clpA_55,51,52,61,50,5,50,53,54,52,53,49,2,54,59,4,47,4,4,4,47,57,57,56,51,55,57,54,58,57,55,56,55,50,48,54,49,3,55,50,4,5,51,50,49,47,51,50,49,49,52,49,47,50,49,46,53,56,45,57,63,52,52,50,54,53,54,56,52,57,53,4,4,46,47,46,51,52,47,53,78,49,2,49,49,52,55,55,47,52,55,54,6,51,3,68,47,49,47,51,51,52,4,48,47,46,49,48,50,50,4,193,50,50,189,183,185,186,186,4,4,51,45,50,49,51,48,177,189,187,183,187,52,51,194,51,193,193,190,48,53,48,44,45,48,5,50,50,48,51,49,49,49,48,50,51,47,53,190,4,49,3,54,46,182,191,45,4,51,180,45,46,46,46,49,45,51,46,51,52,1,3,4,4,4,47,47,47,46,48,47,48,47,47,48,59,51,58,3,4,3,2,0,50,51,49,47,50,50,186,50,3,51,48,48,46,184,47,55,50,190,48,52,47,64,62,58,64,60,50,60,63,61,66,67,48,46,48,51,61,51,51,57,58,59,49,51,58,2,4,45
clpA_56,61,60,65,52,51,18,61,60,61,60,15,48,62,61,50,17,50,49,50,17,60,59,59,60,59,59,58,60,56,57,58,57,60,15,59,14,47,60,52,48,50,53,60,17,15,61,18,18,15,18,9,7,8,7,8,21,64,11,68,63,12,12,59,62,61,61,62,62,63,58,50,50,50,17,8,19,10,51,58,73,17,50,10,60,56,57,59,51,62,63,57,50,61,48,65,20,19,17,53,53,62,51,16,15,18,17,16,19,8,50,191,59,58,189,183,180,181,181,50,48,9,7,18,59,21,16,182,184,186,183,182,62,57,189,60,188,189,188,19,8,21,14,15,18,51,60,52,56,59,52,53,53,51,53,54,17,61,183,50,17,49,62,14,176,186,51,50,59,176,51,52,50,50,59,51,53,50,53,54,49,49,50,50,50,58,15,7,16,16,17,18,15,15,18,60,59,60,50,50,51,50,50,0,1,17,5,60,8,181,8,49,17,16,16,16,181,7,63,8,186,7,10,51,68,66,64,66,64,59,64,65,65,68,69,7,6,6,18,65,60,11,61,58,63,60,19,62,49,50,15
clpA_57,62,61,66,53,52,19,62,61,62,61,16,49,63,62,51,18,51,50,51,18,61,60,60,61,60,60,59,61,57,58,59,58,61,16,60,15,48,61,53,49,51,54,61,18,16,62,19,19,16,19,10,8,9,8,9,22,65,12,69,64,13,13,60,63,62,62,63,63,64,59,51,51,51,18,9,20,11,52,59,74,18,51,11,61,57,58,60,52,63,64,58,51,62,49,66,21,20,18,54,54,63,52,17,16,19,18,17,20,9,51,192,60,59,190,184,181,182,182,51,49,10,8,19,60,22,17,183,185,187,183,183,63,58,190,61,189,190,189,20,9,22,15,16,19,52,61,53,57,60,53,54,54,52,54,55,18,62,184,51,18,50,63,15,177,187,52,51,60,177,52,53,51,51,60,52,54,51,54,55,50,50,51,51,51,59,16,8,17,17,18,19,16,16,19,61,60,61,51,51,52,49,51,1,0,18,6,61,9,182,9,50,18,17,17,17,182,8,64,9,187,8,9,52,69,67,65,67,65,60,65,66,66,69,70,8,7,7,17,66,61,12,62,59,64,61,20,63,50,51,16
clpA_58,63,62,67,52,50,15,63,62,63,62,10,47,64,63,49,12,49,48,49,12,60,59,59,62,59,59,58,60,58,59,60,59,62,9,61,8,46,62,52,49,49,53,62,14,10,63,7,9,8,13,16,16,17,16,13,10,66,14,67,68,19,19,61,64,63,63,62,64,63,60,47,51,51,10,13,14,17,52,60,76,12,49,17,61,58,61,61,52,59,65,60,49,63,47,64,13,14,14,53,53,64,50,11,12,13,12,13,16,17,47,193,61,60,189,183,183,184,184,49,47,16,12,11,61,14,11,183,184,185,184,183,64,54,193,62,192,191,190,14,20,14,9,10,13,50,62,49,51,54,49,48,50,48,48,51,14,63,191,49,8,48,64,11,179,185,51,49,61,178,51,52,52,52,61,51,53,52,53,53,48,48,49,49,49,60,6,14,13,13,12,13,10,10,13,62,61,62,49,49,48,49,49,17,18,0,14,62,17,181,17,48,12,7,9,9,183,14,65,17,185,16,19,51,69,68,64,68,66,61,64,67,67,70,71,17,11,15,2,65,62,18,61,60,63,63,12,62,48,49,12
clpA_59,60,59,64,51,48,15,60,59,60,59,12,45,61,62,47,14,47,46,47,14,58,57,57,59,57,57,56,58,54,55,56,55,59,13,58,12,44,59,51,45,47,52,59,14,12,60,15,15,12,15,6,4,5,4,7,18,63,8,67,62,11,11,58,61,60,60,61,61,62,57,47,47,48,14,7,16,7,49,57,74,14,47,7,59,54,54,57,49,59,62,56,47,60,45,62,17,16,14,52,52,61,48,13,12,15,14,13,16,5,47,190,58,57,188,180,178,179,179,47,45,6,6,15,58,18,13,179,182,184,180,181,61,54,188,59,187,188,187,16,12,18,11,12,15,48,59,49,53,56,49,50,50,48,50,51,14,60,185,47,14,46,61,11,173,184,50,47,58,175,50,51,49,49,58,50,52,49,52,53,46,46,47,47,47,57,12,6,13,13,14,15,12,12,15,61,58,61,47,47,48,47,47,5,6,14,0,59,5,179,5,46,14,13,13,13,178,2,62,5,184,4,7,50,67,65,63,65,63,58,63,64,64,67,68,5,5,7,16,64,59,10,59,56,61,59,16,61,46,47,12
clpA_6,1,4,53,52,52,61,5,6,8,7,61,49,4,51,51,60,49,50,51,59,42,44,41,5,41,44,41,45,45,43,46,43,7,61,13,62,48,14,51,50,49,53,7,60,60,1,64,60,62,65,59,59,60,61,59,67,6,58,48,61,65,65,5,6,8,8,12,2,11,12,52,51,54,62,59,60,58,53,12,80,60,50,58,37,34,37,38,55,51,5,58,53,8,49,69,59,61,60,53,53,2,50,59,60,60,61,61,62,58,51,192,6,4,187,186,183,184,184,51,51,61,58,63,1,62,59,176,189,183,181,188,2,46,189,5,190,192,188,61,66,60,59,58,59,52,7,31,31,34,30,30,30,29,31,33,60,5,186,50,64,49,6,61,178,184,49,51,5,181,48,50,47,49,6,47,53,46,53,54,49,50,51,51,51,3,62,60,59,61,60,57,60,60,60,51,3,50,50,51,51,50,50,60,61,62,59,0,60,186,60,51,64,63,61,59,183,59,7,61,184,59,62,49,58,55,55,55,52,6,54,56,54,57,58,58,59,59,64,53,7,64,43,43,43,67,60,50,49,51,58
clpA_60,61,60,65,50,51,18,61,60,61,60,15,48,62,59,50,17,50,49,50,17,59,59,58,60,58,59,58,58,53,54,55,54,60,16,59,15,47,60,50,48,50,51,60,17,15,61,18,18,15,18,7,5,6,5,8,21,64,11,64,65,10,10,59,62,61,61,62,62,63,58,50,50,49,17,8,17,8,50,58,75,17,50,8,58,53,53,58,50,60,63,57,50,59,48,63,20,19,17,49,51,62,51,14,15,18,17,16,19,6,50,190,59,58,188,182,179,180,180,50,48,7,7,18,59,21,14,178,183,184,180,182,62,57,188,60,187,188,187,19,13,19,14,15,18,51,60,52,56,59,52,53,53,51,53,54,17,61,183,50,17,49,62,14,173,184,49,50,59,173,49,50,48,48,59,49,51,48,51,52,49,49,50,50,50,58,15,7,16,16,17,18,15,15,18,58,59,58,50,50,51,50,50,8,9,17,5,60,0,180,6,49,17,16,16,16,178,5,63,6,184,5,8,49,68,66,62,66,64,59,62,65,65,68,69,6,6,8,19,63,60,9,58,57,62,60,17,58,49,50,15
clpA_61,186,182,182,177,184,179,183,183,181,182,179,185,184,180,184,179,184,184,185,179,181,181,180,184,180,179,179,180,180,180,182,181,182,184,187,183,185,186,177,183,184,177,182,178,181,186,179,183,184,181,180,182,179,180,179,181,185,179,179,185,185,184,181,183,182,182,188,186,187,186,186,187,182,179,181,179,184,180,184,177,177,185,184,182,181,183,180,181,186,184,178,185,183,185,190,181,179,180,176,178,185,185,179,178,180,179,178,179,183,184,108,183,182,109,107,63,63,62,184,185,178,179,183,185,180,180,91,6,86,100,5,186,179,107,183,106,108,108,180,181,180,181,181,177,184,182,174,178,177,176,175,175,176,175,174,180,184,101,185,186,185,183,181,86,94,182,184,183,117,180,179,179,179,182,180,176,179,177,178,186,184,183,185,185,185,182,182,179,179,178,177,180,182,179,179,183,179,185,185,187,187,186,181,182,181,179,186,180,0,181,184,180,181,180,180,91,179,184,179,88,182,183,177,184,184,181,181,181,183,181,180,183,181,180,180,181,179,182,183,184,185,180,180,179,182,180,179,186,184,178
